#id_tuit,date,text
1508190929370329089,2022-03-27 17:15:13-04:00,@monicgu Yo también digo...
1508118559611756548,2022-03-27 12:27:38-04:00,"@JuanFante @PatriciaRevoll7 @QuyaReyna El argumento más usado por las feministas ""🤡"". Y luego adjetivo peyorativo, q pasó amiguito?   Será qué la SEÑORA paty es proteccionista... nunca la escuche decir que era liberal, menos libertaria. A vos sí, y vienes con estupideces racistas?  No da. En fin.  No ""te lloro"" más."
1508102336861794312,2022-03-27 11:23:10-04:00,@JuanFante @PatriciaRevoll7 @QuyaReyna Y dónde lees eso?  No me trates de chicanear Fante.  Libre mercado. LIBRE MERCADO.
1508091636227616769,2022-03-27 10:40:39-04:00,"@JuanFante @PatriciaRevoll7 @QuyaReyna Te explico Fante, el capitalismo no trata de avasallar ni de imponer razas. Hay varias clases, pero en general se trata de la coexistencia PACÍFICA q genera recursos mediante el mercado. En qué parte el Laissez faire (que atribuyes al alto) situas ""ahora si guerra civil?"""
1507916075601588231,2022-03-26 23:03:02-04:00,"@Patu_post Es el escudo de mi Estado/departamento.  Santa Cruz - Bolivia.  Debe dolerte ser tan ignorante, no?"
1507782009606709251,2022-03-26 14:10:18-04:00,RT @elonmusk: @Cernovich Doesn’t sound very balanced
1507499344810766337,2022-03-25 19:27:06-04:00,RT @Boliviaprovida: #25marzo día del niño por nacer!  Somos pro vida 💙  Y los derechos humanos se respetan desde la concepción hasta la mue…
1507421298514792449,2022-03-25 14:16:58-04:00,"@Psicoadictiva El mamá  no te vayas, urgente! Dónde uno bueno acá?"
1507152991937200129,2022-03-24 20:30:49-04:00,"RT @CasalMauri: Giovanni Gamarra Ortiz, gerente de Cisneros la empresa VENEZOLANA que maneja Facebook Bolivia, complica la situación de los…"
1507143521882370141,2022-03-24 19:53:11-04:00,"@Chichisiles Qué es lo significativo?  Ideológicamente son muy similares, una camba y la otra colla. https://t.co/7iXYRpdQfW"
